genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT2G47800.1,-0.8567511105210545,-0.713662992205452,6.521227837816466,161.54420742465388,8.339136179932752e-36,1.0533018698247391e-33,AT2G47800,ABCC4;ATMRP4;EST3;MRP4,ATP-binding cassette C4;multidrug resistance-associated protein 4;NA;multidrug resistance-associated protein 4
AT1G31540.2,-0.7882439911274056,-0.27883248789646436,6.327998097501292,161.37519690814895,9.074469251080272e-36,1.1376269324544588e-33,AT1G31540,NA,NA
AT3G16050.1,-0.05503552517081542,-2.5298009380734685,4.442415899602811,161.3066379337933,9.390930479309014e-36,1.1685795638660158e-33,AT3G16050,A37;ATPDX1.2;PDX1.2,NA;ARABIDOPSIS THALIANA PYRIDOXINE BIOSYNTHESIS 1.2;pyridoxine biosynthesis 1.2
AT4G25940.1,-1.3121339596182027,0.80023886782877,5.5560352078566755,160.61557663770458,1.326693737988889e-35,1.6387594194467164e-33,AT4G25940,NA,NA
AT1G11580.1,-1.2636279585161916,0.20780592840019638,8.1782762752489,159.8400155706811,1.9551569459062443e-35,2.397422009801387e-33,AT1G11580,ATPMEPCRA;PMEPCRA,NA;methylesterase PCR A
AT1G74770.1,-1.375665227917064,-0.3179514428924784,5.49643610467739,159.23147558739072,2.650479219235156e-35,3.2264782901399555e-33,AT1G74770,BTSL1,BRUTUS LIKE 1
AT3G60420.2,-1.8158325282735353,-0.07969900739920076,4.513178118069674,158.88033998155214,3.1591666169896736e-35,3.818046043079822e-33,AT3G60420,NA,NA
AT4G10270.1,-2.8498135306257715,0.8209713931857017,2.551741517974422,158.41735781043022,3.9820603036037364e-35,4.778187931445655e-33,AT4G10270,NA,NA
AT1G22770.1,1.7122134341938282,0.10439771827019226,6.38380203431401,156.8499551033489,8.718966437769195e-35,1.0387937389225866e-32,AT1G22770,FB;GI,NA;GIGANTEA
AT5G57660.1,0.613891250836231,0.8635419541240514,5.992071234201833,156.1315678813064,1.248707755706511e-34,1.4772564498671602e-32,AT5G57660,ATCOL5;BBX6;COL5,NA;B-box domain protein 6;CONSTANS-like 5
AT2G25900.1,-1.1487368285728654,2.7736115989365167,5.362993491481636,156.10609306897695,1.2647147811478422e-34,1.4857303222729092e-32,AT2G25900,ATCTH;ATTZF1,NA;A. THALIANA TANDEM ZINC FINGER PROTEIN 1
AT1G44446.1,0.8860299992819334,0.5412769414918047,5.049819483555582,153.95971803752056,3.698895061550101e-34,4.315120704095844e-32,AT1G44446,ATCAO;CAO;CH1,ARABIDOPSIS THALIANA CHLOROPHYLL A OXYGENASE;CHLOROPHYLL A OXYGENASE;CHLORINA 1
AT1G02450.1,-1.9675656806659627,-3.5467482903443885,3.2464757797615214,153.5762311381705,4.4806924208627945e-34,5.191113929522351e-32,AT1G02450,NIMIN-1;NIMIN1,NA;NIM1-interacting 1
AT3G13750.1,-1.1343238372091051,2.304632906855382,8.897061738696827,153.54315417852365,4.555412436678541e-34,5.241532433134439e-32,AT3G13750,BGAL1;BGAL1,beta galactosidase 1;beta-galactosidase 1
AT2G27580.1,-0.15790206511453292,-1.2126436662455227,5.319970984891819,153.3545391193569,5.005931964464593e-34,5.720724562655829e-32,AT2G27580,SAP3,Stress Associated Protein3
AT5G54610.1,-2.3972369400146607,-1.6840092382735514,2.8664575050866206,152.90808611568605,6.25793403294135e-34,7.103177960769037e-32,AT5G54610,ANK;BDA1,ankyrin;bian da 2 (becoming big in Chinese)
AT4G23310.1,-1.5123116571576993,-3.8228414952170526,0.819697965414717,151.99233756953777,9.89198048675834e-34,1.115271008033915e-31,AT4G23310,CRK23,cysteine-rich RLK (RECEPTOR-like protein kinase) 23
AT4G14365.1,-2.037889603112761,-0.24437811930038542,6.075218042990632,151.86875830848567,1.0522480911067264e-33,1.1784477121667933e-31,AT4G14365,XBAT34,XB3 ortholog 4 in Arabidopsis thaliana
AT1G29020.1,-0.22530834834549712,-2.1080469014860825,2.926148828374932,151.2288759518226,1.4489948264324915e-33,1.612030734386717e-31,AT1G29020,NA,NA
AT5G01900.1,-2.346271965018733,-4.039183607580373,4.109517008525754,151.17039391844835,1.4919904628647414e-33,1.6489439332674203e-31,AT5G01900,ATWRKY62;WRKY62,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 62;WRKY DNA-binding protein 62
AT1G70520.1,-1.0967453287307014,0.14513689661967993,6.232937130917522,149.5712524698932,3.319060741969998e-33,3.644241921853203e-31,AT1G70520,ASG6;CRK2,ALTERED SEED GERMINATION 6;cysteine-rich RLK (RECEPTOR-like protein kinase) 2
AT1G15820.1,1.1087566884264863,0.8168823127650439,9.3071135899166,149.21198927396554,3.9721735231435886e-33,4.333022273720074e-31,AT1G15820,CP24;LHCB6,NA;light harvesting complex photosystem II subunit 6
AT1G76650.1,-3.51943355292165,2.320244847534599,3.6261495607431002,148.1165246024007,6.869187061706335e-33,7.444869254813207e-31,AT1G76650,CML38,calmodulin-like 38
AT4G28490.1,-0.8651417687749384,-0.6822681937388252,5.498120163309923,147.83635692938114,7.902108353944664e-33,8.509456297302333e-31,AT4G28490,HAE;RLK5,HAESA;RECEPTOR-LIKE PROTEIN KINASE 5
AT1G49860.1,-1.8485060909928097,0.8759030517389956,5.045504287593706,145.4673800616523,2.5832103445003417e-32,2.7640350686153656e-30,AT1G49860,ATGSTF14;GSTF14,glutathione S-transferase (class phi) 14;glutathione S-transferase (class phi) 14
AT2G19590.1,-1.7696418279921362,0.3576191247655097,5.545686021349496,143.91572217913293,5.611745916855598e-32,5.966564535269442e-30,AT2G19590,ACO1;ATACO1,ACC oxidase 1;NA
AT2G28630.1,-2.134288909400048,1.40945650143227,5.9050126604236794,142.89247347456507,9.36038328147759e-32,9.889627594059247e-30,AT2G28630,KCS12,3-ketoacyl-CoA synthase 12
AT2G32680.1,-1.4542177582964053,-2.5197177822538754,4.086071448628087,142.7599018106064,1.0001869949935968e-31,1.0501338330560895e-29,AT2G32680,AtRLP23;RLP23,receptor like protein 23;receptor like protein 23
AT4G23170.1,-1.0963147362053822,-0.8974849406269282,6.119417394464433,142.70382516469653,1.0286274085523414e-31,1.0732864494578127e-29,AT4G23170,CRK9;EP1,CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 9;NA
AT2G38390.1,-1.1134392134272684,-0.004500629127172501,6.14341544826658,142.68578788655446,1.0379461860716866e-31,1.0763245666554484e-29,AT2G38390,NA,NA
AT3G62550.1,-0.6406529850390831,2.549856648207327,6.602429233633458,141.81058803688205,1.607763148782402e-31,1.6569824010058633e-29,AT3G62550,NA,NA
AT1G06040.1,1.4342909500190753,-0.12423940131428804,6.538418989208222,141.46681746705332,1.9092856164409115e-31,1.955737138450663e-29,AT1G06040,BBX24;STO,B-box domain protein 24;SALT TOLERANCE
AT2G33580.1,-1.2646115223900911,-1.1287152482768912,4.532117621464067,141.30609604025466,2.0690506164793014e-31,2.1065443215900475e-29,AT2G33580,AtLYK5;LYK5,NA;LysM-containing receptor-like kinase 5
AT2G47730.1,-0.5765373019226969,-0.8203194525106114,9.587147034395569,140.7480997899488,2.7348811722113626e-31,2.76766679590233e-29,AT2G47730,ATGSTF5;ATGSTF8;GST6;GSTF8,GLUTATHIONE S-TRANSFERASE (CLASS PHI) 5;Arabidopsis thaliana glutathione S-transferase phi 8;NA;glutathione S-transferase phi 8
AT3G46090.1,-0.7774674583856697,-2.652109811832611,1.5307387091824525,140.1240731388163,3.7363205365496495e-31,3.7584699816465605e-29,AT3G46090,ZAT7,"NA"
AT1G08450.1,-0.4338511460089284,-1.236315985940804,7.205077379291118,139.07646776265736,6.308538299657411e-31,6.308162791425288e-29,AT1G08450,AtCRT3;CRT3;EBS2;PSL1,A. thaliana calreticulin 3;calreticulin 3;EMS-MUTAGENIZED BRI1 SUPPRESSOR 2;PRIORITY IN SWEET LIFE 1
AT1G55910.1,-0.4380429951354802,-1.4786965061782085,3.950100802909374,138.5902775882268,8.044584150681043e-31,7.996507050135553e-29,AT1G55910,ZIP11,zinc transporter 11 precursor
AT3G08940.2,0.9296368456575441,1.0504135449535648,8.113081981177244,138.33124674839996,9.156962405920634e-31,9.048694791591807e-29,AT3G08940,LHCB4.2,light harvesting complex photosystem II
AT5G60800.2,-1.0832928011915903,-1.4185195322624786,3.8979168882209354,138.27044903076504,9.439597744451278e-31,9.273438743218541e-29,AT5G60800,HIPP3,EAVY METAL-ASSOCIATED ISOPRENYLATED PLANT PROTEIN3
AT2G16060.1,-2.3284060668718722,0.4404713159032537,6.097072987234666,137.19979409135576,1.6122903474402092e-30,1.574701485270237e-28,AT2G16060,AHB1;ARATH GLB1;ATGLB1;GLB1;HB1;NSHB1;Pgb1,hemoglobin 1;NA;NA;CLASS I HEMOGLOBIN;hemoglobin 1;NA;Phytoglobin 1
AT5G08760.1,-0.6825999667000113,-0.6563855925316386,5.3784906581989045,135.6400579653247,3.516702663117002e-30,3.414860580214019e-28,AT5G08760,NA,NA
AT4G17250.1,-1.0666243589893656,-0.4391976400278663,4.164207916368086,135.57225619482145,3.6379658477612406e-30,3.5123096710655798e-28,AT4G17250,NA,NA
AT2G41160.1,-0.350892002511198,-0.9402379906384272,5.3265349283458985,135.17849286015755,4.429587035536462e-30,4.2521504348558295e-28,AT2G41160,UBAC2B,"NA"
AT3G26600.1,-0.7088444220159874,-0.5356117418106312,4.556945934675394,134.18661168192892,7.27356795390422e-30,6.942537957820284e-28,AT3G26600,ARO4,armadillo repeat only 4
AT1G23840.1,-1.8775164373020208,-0.46593120112558234,1.6327456487320409,134.04279940776865,7.815845019608868e-30,7.4179875979892295e-28,AT1G23840,NA,NA
AT5G02290.1,-0.8410455580624361,-0.1409258792762348,5.808800012192629,133.64501787654132,9.535711456713025e-30,8.999461615804613e-28,AT5G02290,NAK,"NA"
AT3G14200.1,0.18149592489708682,-2.728735286715624,5.636418289202644,131.82440842234172,2.36970028626006e-29,2.2183167249322136e-27,AT3G14200,NA,NA
AT5G48380.1,-0.8521910476349378,-0.23830591020277594,7.290727553385332,131.8183332469817,2.376909402272745e-29,2.2183167249322136e-27,AT5G48380,BIR1,BAK1-interacting receptor-like kinase 1
AT3G03270.1,-1.8375390012619093,0.14454871927398644,5.450758844589422,131.21519918950497,3.213523832193721e-29,2.9825407103327247e-27,AT3G03270,HRU1,Hypoxia Responsive Universal Stress Protein 1
AT4G17970.1,-1.5688297447175221,0.6445583312630937,4.023011793839242,131.1307555957336,3.352109666967922e-29,3.0940708953513254e-27,AT4G17970,ALMT12;ATALMT12;QUAC1,"aluminum-activated, malate transporter 12;NA;quick-activating anion channel 1"
AT2G46240.1,0.22761251537182095,-3.3673347136079066,5.618353598189697,130.71752106538185,4.1214587413754194e-29,3.783409038052769e-27,AT2G46240,ATBAG6;BAG6,ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 6;BCL-2-associated athanogene 6
AT4G33300.1,-0.6637175362438144,-0.32484213296737613,7.118741719367976,130.5443637660323,4.4941916284613955e-29,4.103148106876249e-27,AT4G33300,ADR1-L1,ADR1-like 1
AT4G18205.1,-1.5850923493121674,2.0374584523837536,5.301501118352546,129.75432626667754,6.67123208653391e-29,6.057839341712603e-27,AT4G18205,AtPUP21;PUP21,NA;purine permease 21
AT1G57990.1,-1.6904935916150552,1.2580470909932304,6.545862567876073,129.5897321244019,7.243479136046795e-29,6.542107849809145e-27,AT1G57990,ATPUP18;PUP18,purine permease 18;purine permease 18
AT5G39020.1,-2.0021247012040164,0.22546945420603592,4.00827242405757,129.1523325740985,9.014202686662472e-29,8.09783908733919e-27,AT5G39020,NA,NA
AT3G56200.1,-1.2432279152150965,-0.1437309993861079,4.794583916976819,129.10062120485253,9.250310276813476e-29,8.265742677669659e-27,AT3G56200,NA,NA
AT4G11660.1,-0.2418072632290175,-1.7257341299434221,4.323160102205237,128.9435808334917,1.0005923624648224e-28,8.89362491907225e-27,AT4G11660,AT-HSFB2B;HSF7;HSFB2B,NA;NA;HEAT SHOCK TRANSCRIPTION FACTOR  B2B
AT1G67360.2,-0.1015370315303472,-2.2566649140719863,4.9679379000842525,128.54353759608443,1.222152692379786e-28,1.080575951541475e-26,AT1G67360,LDAP1;SRP1,LD-associated protein 1;small rubber particle protein
AT3G16030.1,-0.6475243051403362,-0.8568817531683317,3.7328539216045016,128.35728108712343,1.341437848923795e-28,1.179833215919939e-26,AT3G16030,CES101;RFO3,CALLUS EXPRESSION OF RBCS 101;RESISTANCE TO FUSARIUM OXYSPORUM 3
AT5G19940.1,0.6828888392006205,0.6360099357810907,7.187471020430911,127.65612417744337,1.9046923797852238e-28,1.666506629583957e-26,AT5G19940,NA,NA
AT3G48650.1,-2.6449759140021714,-0.7020995386184501,3.267707456755715,127.17987604421882,2.416800557395219e-28,2.1036182675483047e-26,AT3G48650,NA,NA
AT4G11000.1,-2.4222224823262746,0.4588201997236541,2.7877242032616247,126.75555317351544,2.988005228421883e-28,2.5873968985700625e-26,AT4G11000,NA,NA
AT5G22060.1,-0.1599741490571477,-1.3822905084573858,7.309551891293562,125.3291952162272,6.096927743625166e-28,5.252425085392777e-26,AT5G22060,ATJ2;J2,ARABIDOPSIS THALIANA DNAJ HOMOLOGUE 2;DNAJ homologue 2
AT5G41740.2,-1.5136474225177683,-0.2187181509271499,5.273863937787961,124.94446436426266,7.390167656923986e-28,6.334052370850308e-26,AT5G41740,NA,NA
AT5G38990.1,-0.8557808335853683,-0.2416966238378907,6.2599218912657335,124.7059804429164,8.326076879327652e-28,7.099988096234783e-26,AT5G38990,NA,NA
AT5G05410.1,0.6761933051234496,-2.3349803428099314,3.872107379329616,124.50404087649008,9.210666048189081e-28,7.814645401188302e-26,AT5G05410,DREB2;DREB2A,DEHYDRATION-RESPONSIVE ELEMENT BINDING PROTEIN 2;DRE-binding protein 2A
AT5G49850.1,-0.922737507223494,-1.0139447812810103,3.6261779588157435,124.21776426881377,1.0628089716947065e-27,8.971923575627827e-26,AT5G49850,NA,NA
AT4G23180.1,-2.101825232785494,1.1701651313629895,6.593380091768333,123.4554355289959,1.5559398159943338e-27,1.3069116484444406e-25,AT4G23180,CRK10;RLK4,cysteine-rich RLK (RECEPTOR-like protein kinase) 10;NA
AT1G31280.1,-0.020984183368630734,-1.5424961637419747,5.010353254622214,123.2503177375582,1.7239852940300395e-27,1.4408571619109768e-25,AT1G31280,AGO2;AtAGO2,argonaute 2;NA
AT3G13650.1,-0.5680268742731235,-0.7292482044780263,4.3055309277243055,122.98116013010512,1.972333670129444e-27,1.640259075470521e-25,AT3G13650,NA,NA
AT5G67430.1,-0.2818476163336121,-1.6908006167316392,2.7827338661466525,122.76406337078558,2.198479149102142e-27,1.819322720481127e-25,AT5G67430,NA,NA
AT2G41880.1,-0.866657214150251,-0.4856332094390891,4.388459830794631,122.48539721931006,2.5271669714264494e-27,2.0810724486761235e-25,AT2G41880,AGK1;GK-1,NA;guanylate kinase 1
AT4G10120.1,-1.3794922543830503,0.9330916555202957,5.74247240497818,122.09014235525856,3.0793740111939417e-27,2.523434342148636e-25,AT4G10120,ATSPS4F;SPS4F,NA;sucrose phosphate synthase 4F
AT4G10340.1,0.8578826451108384,0.8167532664733752,10.492461273154596,121.51181573582721,4.111918232758585e-27,3.353209436510265e-25,AT4G10340,LHCB5,light harvesting complex of photosystem II 5
AT5G19240.1,-1.7921545260521878,0.19599988353133382,7.58935916243751,120.28576247548807,7.590642761224006e-27,6.160154963565318e-25,AT5G19240,NA,NA
AT1G02610.1,-2.144789510798462,3.271723991694399,2.6082022321455285,119.82982362032998,9.534203494834307e-27,7.700244447582766e-25,AT1G02610,NA,NA
AT4G28250.1,-0.7840863754150896,-0.18476539268959083,5.88766583823616,119.47258616361157,1.1398758307043982e-26,9.162092861245543e-25,AT4G28250,ATEXPB3;ATHEXP BETA 1.6;EXPB3,expansin B3;NA;expansin B3
AT3G43190.1,-3.052474938841379,0.43122048861342344,7.224048908320155,119.43084787358274,1.1639140205263003e-26,9.310757919438723e-25,AT3G43190,ATSUS4;SUS4,ARABIDOPSIS THALIANA SUCROSE SYNTHASE 4;sucrose synthase 4
AT1G16260.1,-0.9307688017422044,-0.28502234755348843,4.98430953889835,119.42014071093146,1.1701618380685985e-26,9.31637379986464e-25,AT1G16260,NA,NA
AT4G33625.1,0.4656836584066219,0.6863737381801506,5.418459257274017,119.02161033752557,1.428189058529629e-26,1.1317050940678884e-24,AT4G33625,NA,NA
AT1G16670.1,-0.5498469003032536,-0.7564585747568984,4.959873136420691,118.62842486926301,1.7384605551827152e-26,1.3710985383340107e-24,AT1G16670,CRPK1,cold-responsive protein kinase 1
AT5G47910.1,-1.3887395360499941,0.2777080998868339,6.776043244474079,117.01796902929829,3.8892949841460897e-26,3.0530965625546805e-24,AT5G47910,ATRBOHD;RBOHD,NA;respiratory burst oxidase homologue D
AT1G61840.1,-1.1752125361996748,-1.4870579612410972,2.3850955037826025,116.93094185824438,4.062268204698321e-26,3.1740485381733533e-24,AT1G61840,NA,NA
AT1G80440.1,-1.6304062656837128,2.6380489819300714,5.5303207538347285,116.35875775812534,5.407752319498284e-26,4.2057792229283184e-24,AT1G80440,KFB20;KMD1,Kelch repeat F-box 20;KISS ME DEADLY 1
AT1G21130.1,-1.0301417817684526,1.725966359175165,7.745091119116895,116.14465593014928,6.01877922836232e-26,4.6594226846662954e-24,AT1G21130,IGMT4,indole glucosinolate O-methyltransferase 4
AT3G11340.1,-0.5367720002213076,-2.33401810352783,7.025447265452981,115.33183577499037,9.036704218681159e-26,6.963651108698384e-24,AT3G11340,UGT76B1,UDP-dependent glycosyltransferase 76B1
AT3G50470.1,-3.068975667222067,0.1987093139486264,2.4414575204764284,115.29391304685606,9.209687271930463e-26,7.06454504480182e-24,AT3G50470,HR3;MLA10,homolog of RPW8 3;INTRACELLULAR MILDEW A 10
AT1G66880.1,-0.9968509876312462,-1.05991652144007,6.474262300174715,115.15599808832883,9.867172849703242e-26,7.534483486462035e-24,AT1G66880,NA,NA
AT3G48640.1,-2.0202059891669393,-1.2888091689929875,0.7274199629671522,114.49454777286196,1.37348792955232e-25,1.0440372727850418e-23,AT3G48640,NA,NA
AT3G28540.1,0.7513441148601737,-3.304391933415873,3.6368112711885843,114.11619825893747,1.6595196539142723e-25,1.2557779579326963e-23,AT3G28540,NA,NA
AT5G10040.1,-3.8016445716449887,0.605888504222984,1.8914420865212134,113.78294688368314,1.96041048612201e-25,1.4768132626172038e-23,AT5G10040,NA,NA
AT2G46430.1,-0.8084013954761684,-0.827281668426872,5.7539089785973125,113.44723225806206,2.3187104620474254e-25,1.7389293326756562e-23,AT2G46430,ATCNGC3;CNGC3;CNGC3.C,cyclic nucleotide gated channel 3;cyclic nucleotide gated channel 3;NA
AT1G77120.1,-2.4695855900305252,0.30557910052343984,7.733024144656356,113.28982299800668,2.5085774157763256e-25,1.8729596447833997e-23,AT1G77120,ADH;ADH1;ATADH;ATADH1,ALCOHOL DEHYDROGENASE;alcohol dehydrogenase 1;ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE;NA
AT5G03360.1,-1.4851746406700848,0.23140873030896178,4.43234756604861,113.21911131074262,2.5988568349626696e-25,1.931778582767163e-23,AT5G03360,NA,NA
AT3G11280.1,-0.1920056823038725,-1.3753324145988035,6.186429299925106,113.13677214272697,2.7080836742617954e-25,2.0041012177940044e-23,AT3G11280,NA,NA
AT2G47460.1,1.1851405513601094,-2.5783799817256168,3.87428807992539,112.67288978397902,3.4150168695914433e-25,2.5161784382573095e-23,AT2G47460,ATMYB12;MYB12;PFG1,MYB DOMAIN PROTEIN 12;myb domain protein 12;PRODUCTION OF FLAVONOL GLYCOSIDES 1
AT4G23610.1,-0.6571641068856002,-2.3901824549065305,0.9578852219028385,112.49327932740911,3.73589591940385e-25,2.7405814650683524e-23,AT4G23610,NA,NA
AT5G45380.1,-0.809830907215294,-0.6197529870154497,3.932842749559379,112.24774750792892,4.223877609188192e-25,3.085083476380541e-23,AT5G45380,ATDUR3;DUR3,NA;DEGRADATION OF UREA 3
AT5G66620.1,-0.529293948625012,-1.3307256877066587,3.121609431871962,112.2366567521539,4.247365671582124e-25,3.088809347052299e-23,AT5G66620,DAR6,DA1-related protein 6
AT1G22190.1,-1.3051693109834048,0.9606804221611346,5.312879920377793,111.27467457993461,6.870865184297205e-25,4.975157940991756e-23,AT1G22190,RAP2.4;WIND2,related to AP2 4;NA
AT5G54720.1,-1.7995145977365006,0.7111231009014338,5.1440961748489595,110.99127650130174,7.916815757806739e-25,5.707922228128557e-23,AT5G54720,NA,NA
AT3G20600.1,-1.4366104033646272,0.32255423533074334,3.806441736549732,110.75984636182821,8.88801859015765e-25,6.380761722053777e-23,AT3G20600,NDR1,non race-specific disease resistance 1
AT3G29970.1,-3.358095475850748,-0.006670549825457342,2.522505450348982,109.991414903551,1.3051719311203487e-24,9.330035434421591e-23,AT3G29970,NA,NA
AT5G63160.1,-1.6346095298109515,3.2063776201270864,5.831159228428513,109.74081044202035,1.4794006075531527e-24,1.0530699494188733e-22,AT5G63160,BT1,BTB and TAZ domain protein 1
AT3G46370.1,1.52137897257516,0.635959496637091,1.6871989157644083,109.51956576260199,1.6524505212757445e-24,1.17128760788655e-22,AT3G46370,NA,NA
AT5G20830.1,-1.6035004969331659,0.3575232396248561,6.6389211387193825,109.07914301923083,2.0595154202502846e-24,1.4536890565035519e-22,AT5G20830,ASUS1;atsus1;SUS1,NA;NA;sucrose synthase 1
AT1G21550.1,-0.04280508157818736,-2.894066497346017,1.957793652938349,109.00107280331926,2.141498526914433e-24,1.5052315378090192e-22,AT1G21550,NA,NA
AT4G36150.1,-1.334345540374214,0.2417434137033336,4.142492053816268,108.83860363222863,2.3227234910781972e-24,1.6258096636092765e-22,AT4G36150,NA,NA
AT5G36930.2,-0.4232407381924849,-0.5625017768019291,5.437408557391559,108.35046785321556,2.9647962308532144e-24,2.06662289967233e-22,AT5G36930,NA,NA
AT5G37770.1,-1.3277780026536923,0.4074573220011883,5.230042180466472,108.17171377684832,3.2419835310690917e-24,2.25049922886073e-22,AT5G37770,AtCML24;CML24;TCH2,NA;CALMODULIN-LIKE 24;TOUCH 2
AT5G25450.1,-0.5067074390066273,-3.204273920758123,2.7077957198592633,108.08741851459591,3.381545909335272e-24,2.3377197420133014e-22,AT5G25450,NA,NA
