genes,logFC,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT3G57460.1,6.284175344198303,3.530475715407494,164.9737548304438,9.26921985951346e-38,2.1044886872930492e-35,AT3G57460,NA,NA
AT3G48200.1,-1.5813072061053124,6.783926832887512,164.89627127654597,9.63760969567591e-38,2.1734426912355833e-35,AT3G48200,NA,NA
AT3G47620.1,-1.5350147569566464,6.604148734284417,164.81896309816435,1.0019757741077106e-37,2.2445593307711527e-35,AT3G47620,AtTCP14;TCP14,"TEOSINTE BRANCHED, cycloidea and PCF (TCP) 14;TEOSINTE BRANCHED, cycloidea and PCF (TCP) 14"
AT5G56100.1,-3.19528964029682,1.9201980067701878,164.2922940795531,1.3058964347746086e-37,2.906008741807709e-35,AT5G56100,NA,NA
AT5G19240.1,2.7910363694496225,7.587736348677991,163.8846735048147,1.6030809865048202e-37,3.543863638719406e-35,AT5G19240,NA,NA
AT1G59860.1,7.138793543034178,4.405801674618809,162.65324295471027,2.9783486912488193e-37,6.541076648584499e-35,AT1G59860,NA,NA
AT4G37300.1,-1.5436857540590774,7.435311483067192,162.07917798090338,3.975490674053367e-37,8.674314131788391e-35,AT4G37300,MEE59,maternal effect embryo arrest 59
AT3G57880.1,1.4437446173213744,5.381643033499989,161.68917730038785,4.837212602653548e-37,1.0486452766088034e-34,AT3G57880,FTIP3;MCTP3,FT INTERACTING PROTEIN 3;multiple C2 domain and transmembrane region protein 3
AT5G61560.1,2.3885295332956606,5.014493086870037,161.35744654182864,5.715710259996764e-37,1.2311493343359695e-34,AT5G61560,NA,NA
AT5G54250.1,-1.7102362215991402,5.0073365829937355,160.55402069573682,8.562542819414132e-37,1.8326023173118066e-34,AT5G54250,ATCNGC4;CNGC4;DND2;HLM1,"cyclic nucleotide-gated cation channel 4;cyclic nucleotide-gated cation channel 4;DEFENSE, NO DEATH 2;NA"
AT2G43010.1,-2.2206062691147066,5.468953667643925,159.93942080960193,1.1664984743510049e-36,2.480802641464713e-34,AT2G43010,AtPIF4;PIF4;SRL2,NA;phytochrome interacting factor 4;NA
AT1G07650.2,1.6972634446847483,7.2782209885181945,159.33084635510613,1.5843539315264494e-36,3.348267975292563e-34,AT1G07650,NA,NA
AT5G02430.1,2.092321375398949,3.7497922033407676,158.78539533382062,2.0846394998156137e-36,4.3780035295502655e-34,AT5G02430,NA,NA
AT1G75860.1,1.6444234126157202,5.0760932247034445,158.6849044541731,2.1927446994755696e-36,4.576435241725347e-34,AT1G75860,NA,NA
AT5G12010.1,1.6678946985876908,5.23933303618457,158.09348845007605,2.9526591124218658e-36,6.1243982404691065e-34,AT5G12010,NA,NA
AT4G18280.1,2.1281382746053326,4.165489551207812,158.01396356896214,3.073193003078714e-36,6.33530253309515e-34,AT4G18280,NA,NA
AT4G05050.1,1.4861361727678828,8.483970888123089,157.91884313513756,3.223844803534328e-36,6.605343480997591e-34,AT4G05050,UBQ11,ubiquitin 11
AT5G04810.1,-1.458245408089771,7.132838222198019,157.85927675002793,3.321924204566169e-36,6.765048310414086e-34,AT5G04810,PPR4,pentatricopeptide repeat 4
AT4G00360.1,1.5120608220229945,7.891301688524926,157.69466227473907,3.608768896325047e-36,7.30493087074182e-34,AT4G00360,ATT1;CYP86A2,"ABERRANT INDUCTION OF TYPE THREE 1;""cytochrome P450, family 86, subfamily A, polypeptide 2"""
AT2G16870.1,1.9526531000335483,3.2445225164464597,157.15657150730271,4.730827110988687e-36,9.5188774002061e-34,AT2G16870,NA,NA
AT5G36925.1,4.869703674970818,2.640378365424843,157.11809032156248,4.823315614386998e-36,9.647205433013804e-34,AT5G36925,ARACIN1,ARACIN1
AT4G23230.1,3.934098255179363,3.1200153473579557,157.06132559031983,4.963059522752629e-36,9.867971957605554e-34,AT4G23230,CRK15,cysteine-rich RLK (RECEPTOR-like protein kinase) 15
AT5G25450.1,4.686451732145591,2.7059160232841224,156.96000993617187,5.222618328290642e-36,1.0322965945130714e-33,AT5G25450,NA,NA
AT4G33300.1,1.3756051654912216,7.118124462517806,156.8506634539528,5.5180042928136226e-36,1.0843039780533528e-33,AT4G33300,ADR1-L1,ADR1-like 1
AT5G04870.1,1.3616467586992056,6.997327433647146,156.8184462278039,5.6081803453533804e-36,1.095616720724211e-33,AT5G04870,ATCPK1;CPK1,NA;calcium dependent protein kinase 1
AT2G24165.1,6.210561776229407,0.45259634794102427,156.37612185843278,7.006114762768596e-36,1.3608061749049155e-33,AT2G24165,NA,NA
AT1G32090.1,-1.4309334179015565,5.649240579015283,155.96064337423124,8.635108350931665e-36,1.6675684529195736e-33,AT1G32090,NA,NA
AT2G29300.2,-3.592223993355394,2.4046084918941624,155.6826032175883,9.93175711156396e-36,1.907010871215841e-33,AT2G29300,NA,NA
AT2G44290.1,1.9290337877238233,4.889570067264934,154.63173065434168,1.685281786595097e-35,3.217547647339116e-33,AT2G44290,NA,NA
AT1G80180.1,-1.6145028468456495,5.6514344840061685,154.27664806364106,2.014979716740943e-35,3.825273923272834e-33,AT1G80180,NA,NA
AT4G16960.1,1.7617346009313661,4.018327005036962,154.08301852365682,2.2211918919690406e-35,4.193061233367624e-33,AT4G16960,NA,NA
AT5G21100.1,-1.6752974892418406,5.134317142160419,153.8294246571405,2.5235183465843304e-35,4.737165557649535e-33,AT5G21100,NA,NA
AT5G41800.1,1.5759772721234586,4.237104468432888,153.3956465122847,3.1391036007008135e-35,5.8600088439304854e-33,AT5G41800,NA,NA
AT3G01290.1,2.0701448626132244,7.835708658189842,152.82688545501077,4.17933295120047e-35,7.758781537361226e-33,AT3G01290,AtHIR2;HIR2,NA;hypersensitive induced reaction 2
AT2G26440.1,2.440309330181976,6.622526466099465,152.20770983883847,5.707285587978019e-35,1.053012879354584e-32,AT2G26440,PME12,pectin methylesterase 12
AT2G46240.1,3.2965609492465973,5.616134662214261,152.19814687741328,5.734818073980384e-35,1.053012879354584e-32,AT2G46240,ATBAG6;BAG6,ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 6;BCL-2-associated athanogene 6
AT1G80440.1,-2.211583824660342,5.532401560475279,151.5572844242439,7.917457606149478e-35,1.4458826656621454e-32,AT1G80440,KFB20;KMD1,Kelch repeat F-box 20;KISS ME DEADLY 1
AT3G46090.1,3.677180716718529,1.5300623756061063,151.48507191825541,8.210482105238729e-35,1.4912898362174691e-32,AT3G46090,ZAT7,"NA"
AT4G13180.1,2.1253417148133407,6.042939889756526,151.19108476030377,9.519707123327868e-35,1.719791391172382e-32,AT4G13180,NA,NA
AT4G34710.1,1.5875433518101103,9.172851357009252,151.00358964020612,1.0461733124959804e-34,1.8798671468711194e-32,AT4G34710,ADC2;ATADC2;SPE2,arginine decarboxylase 2;NA;NA
AT1G08050.1,3.3811218855167087,4.024607269252231,150.53080100955597,1.327212874379708e-34,2.3721812236652633e-32,AT1G08050,NA,NA
AT3G20820.1,-1.715007954121653,6.065608945510121,150.49191427797516,1.3534434463126428e-34,2.4062649038622978e-32,AT3G20820,NA,NA
AT4G34900.1,-1.7203158585621237,4.407936231856974,150.02125143586554,1.7151996363315261e-34,3.033375693684839e-32,AT4G34900,ATXDH2;XDH2,A. THALIANA XANTHINE DEHYDROGENASE  2;xanthine dehydrogenase  2
AT4G23610.1,3.7118147971664373,0.9570913961774417,149.54432506770368,2.1805216640981718e-34,3.8361198406820297e-32,AT4G23610,NA,NA
AT1G31280.1,1.7711738745724752,5.00964134619527,148.94610191726207,2.946605659184056e-34,5.156866841661597e-32,AT1G31280,AGO2;AtAGO2,argonaute 2;NA
AT2G46270.1,1.6394915723397778,4.28723131227127,148.10198465321943,4.506483650426947e-34,7.845951482986853e-32,AT2G46270,GBF3,G-box binding factor 3
AT5G45650.1,-1.978558293902174,4.419005025864909,147.50555734770728,6.084362999555415e-34,1.0538493067580467e-31,AT5G45650,NA,NA
AT1G15740.1,-1.510739557938266,5.841325261399703,147.43553695334694,6.302626954695248e-34,1.086055748367537e-31,AT1G15740,NA,NA
AT4G29810.2,1.4337664454992796,5.9928846212508216,146.66423129960432,9.292498304123646e-34,1.593094530689606e-31,AT4G29810,ATMKK2;MK1;MKK2,MAP kinase kinase 2;MAP KINASE KINASE 1;MAP kinase kinase 2
AT3G04220.1,3.7936778324319134,1.875956275940858,146.60811748534752,9.5587136233007e-34,1.6304157115236047e-31,AT3G04220,NA,NA
AT5G39210.1,-2.1412210621928054,4.51274234814758,146.32496687956245,1.1022981252709121e-33,1.8706778588562216e-31,AT5G39210,CRR7,CHLORORESPIRATORY REDUCTION 7
AT5G41900.1,3.341622830516653,4.2118823367789355,146.3131177109064,1.1088924728246025e-33,1.8724123051182057e-31,AT5G41900,NA,NA
AT5G62770.1,2.1416329418968996,3.4194540317543627,143.90884436265904,3.719809383347827e-33,6.249651744962684e-31,AT5G62770,NA,NA
AT1G49130.1,-2.7752196255086012,3.9651547904171163,143.82974863684458,3.8709171991986535e-33,6.471172125744933e-31,AT1G49130,BBX17,B-box domain protein 17
AT1G69840.1,2.573561487582926,6.4863840624763105,143.55533863314156,4.444371590918773e-33,7.393058128616466e-31,AT1G69840,AtHIR1,hypersensitive induced reaction 1
AT4G27730.1,2.1794845709257826,4.814635284367592,143.00503573238257,5.8631347148336315e-33,9.705076487085698e-31,AT4G27730,ATOPT6;OPT6,ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 6;oligopeptide transporter 1
AT4G00970.1,1.6671354891338803,5.114801477783336,142.50686816902987,7.534476623802328e-33,1.241046487808852e-30,AT4G00970,CRK41,cysteine-rich RLK (RECEPTOR-like protein kinase) 41
AT3G18050.1,-2.2083494252780036,6.73824586666294,142.4593659971638,7.716839496396334e-33,1.2648841012580957e-30,AT3G18050,NA,NA
AT2G45010.1,1.3221832500736057,5.0359308874467,142.41193142138022,7.903347696437102e-33,1.289166452891648e-30,AT2G45010,NA,NA
AT5G44568.1,3.5844950837365936,5.1545840533636795,142.29756730621062,8.371764866499684e-33,1.358976053353248e-30,AT5G44568,NA,NA
AT1G08450.1,1.7424698032974995,7.203884715559192,141.95928595356798,9.926215273094086e-33,1.6035609884928245e-30,AT1G08450,AtCRT3;CRT3;EBS2;PSL1,A. thaliana calreticulin 3;calreticulin 3;EMS-MUTAGENIZED BRI1 SUPPRESSOR 2;PRIORITY IN SWEET LIFE 1
AT1G73805.1,3.2588326043099203,3.7960010427643667,141.56327975435931,1.211640181762086e-32,1.9480159515583546e-30,AT1G73805,SARD1,SAR Deficient 1
AT4G05330.1,-1.9294046923105395,3.528797088351213,141.36203913389306,1.3408407483150129e-32,2.1454728964229078e-30,AT4G05330,AGD13,ARF-GAP domain 13
AT4G13510.1,1.6429461999946926,7.935680386229746,141.30531772311338,1.37968535222303e-32,2.1971652703980218e-30,AT4G13510,AMT1;1;ATAMT1;ATAMT1;1,ammonium transporter 1;1;ARABIDOPSIS THALIANA AMMONIUM TRANSPORT 1;NA
AT1G02450.1,5.09700038730145,3.2439243731504606,141.19101488240798,1.4614162045194238e-32,2.316344684163287e-30,AT1G02450,NIMIN-1;NIMIN1,NA;NIM1-interacting 1
AT4G36090.3,1.4072909491920294,4.822453161246616,140.6726442350663,1.8972494107777034e-32,2.9930222864296896e-30,AT4G36090,ALKBH9C,AtALKBH9C
AT4G25200.1,6.958608768516337,0.8099557687020227,140.63033568830463,1.9380993334456747e-32,3.043178215067363e-30,AT4G25200,ATHSP23.6-MITO;HSP23.6-MITO,mitochondrion-localized small heat shock protein 23.6;mitochondrion-localized small heat shock protein 23.6
AT5G04930.1,1.384282397425286,6.716746740039315,140.12621042683892,2.4981270724113583e-32,3.904282134286813e-30,AT5G04930,ALA1,aminophospholipid ATPase 1
AT3G29360.1,1.557623051293343,7.581822317589547,140.08345033953375,2.5524962950967513e-32,3.97078613462227e-30,AT3G29360,UGD2,UDP-glucose dehydrogenase 2
AT1G44446.1,-1.6883611296225576,5.049603566644718,139.97709118575727,2.69291951983061e-32,4.169930032504524e-30,AT1G44446,ATCAO;CAO;CH1,ARABIDOPSIS THALIANA CHLOROPHYLL A OXYGENASE;CHLOROPHYLL A OXYGENASE;CHLORINA 1
AT5G63160.1,-2.5755214270243405,5.833209906034042,139.5653521171798,3.313311054423186e-32,5.107058626180178e-30,AT5G63160,BT1,BTB and TAZ domain protein 1
AT1G65390.1,4.367045325969008,5.9604429731242,139.22666759125735,3.9294059800139427e-32,6.029036517827785e-30,AT1G65390,ATPP2-A5;PP2-A5,phloem protein 2 A5;phloem protein 2 A5
AT3G28130.2,-1.8730190826534985,4.034411385458298,138.88164090177088,4.6749805180939396e-32,7.140395244045117e-30,AT3G28130,UMAMIT44,Usually multiple acids move in and out Transporters 44
AT1G21680.1,-1.4459783800922281,7.205584047730985,138.8375462300594,4.7799443159160493e-32,7.267678230923579e-30,AT1G21680,NA,NA
AT1G19380.1,3.570517199405156,5.759515362847862,138.54006886648494,5.552371349412787e-32,8.404089283016598e-30,AT1G19380,NA,NA
AT5G25250.1,3.045754067491541,4.901703715335233,137.34534302631465,1.0133613241284086e-31,1.52694920239295e-29,AT5G25250,FLOT1,flotillin 1
AT3G50480.1,3.584625794450558,8.45865087740434,137.0342952328476,1.1852034310333876e-31,1.7779109682849952e-29,AT3G50480,HR4,homolog of RPW8 4
AT4G23130.2,2.9118654130866006,4.351984139867866,136.97272032099517,1.2225311723694564e-31,1.8257552201759323e-29,AT4G23130,CRK5;RLK6,cysteine-rich RLK (RECEPTOR-like protein kinase) 5;RECEPTOR-LIKE PROTEIN KINASE 6
AT1G70520.1,1.398460082998453,6.232324329526042,136.629973391238,1.4528569745921008e-31,2.1601283212497244e-29,AT1G70520,ASG6;CRK2,ALTERED SEED GERMINATION 6;cysteine-rich RLK (RECEPTOR-like protein kinase) 2
AT5G52760.1,4.1067509562811075,2.7920154548475375,136.53106521641874,1.5270579902653005e-31,2.2604494532552698e-29,AT5G52760,NA,NA
AT3G05650.1,2.2840368214376228,3.8832114372060795,136.41720198927146,1.6171832080695358e-31,2.383359217436515e-29,AT3G05650,AtRLP32;RLP32,receptor like protein 32;receptor like protein 32
AT4G17810.1,-2.193277292210875,2.9116468555497654,135.88791085767417,2.1111812590774005e-31,3.097812780240996e-29,AT4G17810,NA,NA
AT2G17290.1,1.3539580818766606,6.014377841930855,135.7842326634083,2.2243459860586643e-31,3.2496727749366625e-29,AT2G17290,ATCDPK3;ATCPK6;CPK6,ARABIDOPSIS THALIANA CALMODULIN-DOMAIN PROTEIN KINASE 3;ARABIDOPSIS THALIANA CALCIUM-DEPENDENT PROTEIN KINASE 6;calcium dependent protein kinase 6
AT1G03370.1,1.379448031353363,6.442152101313232,135.73048708179607,2.285376674383784e-31,3.3243821217594763e-29,AT1G03370,NA,NA
AT3G56040.1,-1.4380482662299896,6.6228051510890875,135.44566461066321,2.6378850146900217e-31,3.8206125975695734e-29,AT3G56040,UGP3,UDP-glucose pyrophosphorylase 3
AT2G46400.1,4.248961868232715,3.8126785502371665,135.3856904869714,2.718778818396633e-31,3.920875787801016e-29,AT2G46400,ATWRKY46;WRKY46,WRKY DNA-BINDING PROTEIN 46;WRKY DNA-binding protein 46
AT4G05120.1,2.4712476122695475,4.489462222815332,135.26427639763682,2.8902183841290457e-31,4.1503041941668455e-29,AT4G05120,ATENT3;ENT3;FUR1,NA;EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 3;FUDR RESISTANT 1
AT4G09760.2,-1.5573327245637463,4.535543750426744,135.02483100261935,3.2606546844647563e-31,4.662319944995095e-29,AT4G09760,CEK3,choline/ethanolamine kinase 3
AT5G56030.2,2.7326412911357254,9.71654965359267,134.93373236106788,3.4137450686880672e-31,4.860536516866798e-29,AT5G56030,AtHsp90.2;ERD8;HSP81-2;HSP81.2;HSP90.2,HEAT SHOCK PROTEIN 90.2;EARLY-RESPONSIVE TO DEHYDRATION 8;heat shock protein 81-2;heat shock protein 81.2;HEAT SHOCK PROTEIN  90.2
AT4G36970.1,-1.483940016147239,4.674812252078158,134.3894413533909,4.4904254679996e-31,6.366551754249897e-29,AT4G36970,NA,NA
AT4G23170.1,2.160564140800972,6.117808306639491,134.29578805979972,4.707314890475782e-31,6.646016594528034e-29,AT4G23170,CRK9;EP1,CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 9;NA
AT5G08660.1,1.5969603061601354,5.939148182586637,133.81056401805674,6.01053314467978e-31,8.450457519980333e-29,AT5G08660,PSI3,PSK SIMULATOR 3
AT5G18480.1,1.384706643951125,5.546204711340092,133.28303203816301,7.8398993846244975e-31,1.0976512463423015e-28,AT5G18480,IPUT1;PGSIP6,INOSITOL PHOSPHORYLCERAMIDE GLUCURONOSYLTRANSFERASE 1;plant glycogenin-like starch initiation protein 6
AT2G31880.1,1.8135140491008623,7.526756466640149,131.57572785378073,1.8527023644291663e-30,2.583174475085014e-28,AT2G31880,EVR;SOBIR1,EVERSHED;SUPPRESSOR OF BIR1 1
AT1G52780.1,1.4598268052325332,5.737001261271879,131.54562120102975,1.8810147305491327e-30,2.611812271731899e-28,AT1G52780,NA,NA
AT3G03020.1,1.7740748118047116,4.449484943080766,131.19961445809136,2.239185803268663e-30,3.09634244285735e-28,AT3G03020,NA,NA
AT5G64510.1,4.742417237388389,3.01661377793016,130.65251789835057,2.9497463223390215e-30,4.062187537837533e-28,AT5G64510,TIN1,tunicamycin induced 1
AT1G23490.1,1.336518472409497,7.954695963498418,130.61126543210483,3.0116887664878228e-30,4.130561874756075e-28,AT1G23490,ARF1;ATARF;ATARF1;ATARFA1A,ADP-ribosylation factor 1;ADP-RIBOSYLATION FACTOR;ADP-ribosylation factor 1;ADP-RIBOSYLATION FACTOR 1A
AT4G11660.1,2.0028511474165334,4.322225876347037,130.22863223101479,3.651955668663524e-30,4.988333917822429e-28,AT4G11660,AT-HSFB2B;HSF7;HSFB2B,NA;NA;HEAT SHOCK TRANSCRIPTION FACTOR  B2B
AT2G39210.1,3.6085429482498728,6.768278374114848,129.38580786685492,5.583820770089599e-30,7.596256903504078e-28,AT2G39210,NA,NA
AT1G30070.2,2.6101019333300846,4.396804519948603,129.11932553751055,6.386139411819117e-30,8.652703891772015e-28,AT1G30070,NA,NA
AT3G56800.1,1.3614455020475973,7.422085669432156,128.14759502507803,1.0419882514788289e-29,1.4029111880673315e-27,AT3G56800,ACAM-3;CAM3,CALMODULIN 3;calmodulin 3
AT1G51805.1,1.478214396911986,7.90154611772373,128.14420296701758,1.0437706000143828e-29,1.4029111880673315e-27,AT1G51805,SIF3,stress induced factor 3
AT5G16650.1,-1.2813919046116875,4.835508820829747,128.0958900251598,1.0694900172662195e-29,1.4317531298876298e-27,AT5G16650,NA,NA
AT5G54270.1,-1.8311197020497878,9.402427463313492,127.90106474654715,1.1797990746356711e-29,1.5731590676947549e-27,AT5G54270,LHCB3;LHCB3*1,light-harvesting chlorophyll B-binding protein 3;NA
AT1G16670.1,1.4871458215989868,4.9589472668453904,127.67242598427099,1.3238506604449676e-29,1.7582620510779368e-27,AT1G16670,CRPK1,cold-responsive protein kinase 1
AT1G51660.1,1.9823811536855034,4.410446783861409,127.63701065218002,1.3476858623591991e-29,1.7828716672044806e-27,AT1G51660,ATMEK4;ATMKK4;MKK4,ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4;ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4;mitogen-activated protein kinase kinase 4
AT1G30420.1,1.6614895200345692,5.757213524644406,127.51049335262145,1.4363942342387853e-29,1.892773296427124e-27,AT1G30420,ABCC11;ATMRP12;MRP12,ATP-binding cassette C11;multidrug resistance-associated protein 12;multidrug resistance-associated protein 12
AT1G07350.1,2.3306832434144624,6.029440312343505,127.32836839412298,1.574444189823733e-29,2.0665810025959794e-27,AT1G07350,SR45a,serine/arginine rich-like protein 45a
AT3G56400.1,2.6392866085203,6.970117489957117,126.84076794600396,2.0129310277796616e-29,2.6318485756985287e-27,AT3G56400,ATWRKY70;WRKY70,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 70;WRKY DNA-binding protein 70
AT5G48360.1,-1.4067164626927007,5.1165771076466235,126.74755854431876,2.1097270181711956e-29,2.7477150102553687e-27,AT5G48360,NA,NA
AT4G23850.1,1.2994593349745558,8.411795727591224,126.68008290788669,2.1826911512965078e-29,2.831767878990937e-27,AT4G23850,LACS4,long-chain acyl-CoA synthetase 4
AT1G75800.1,-1.3342003392271085,7.245682805574103,126.34429071045523,2.5850933152174283e-29,3.340934829920616e-27,AT1G75800,NA,NA
AT1G76110.1,-2.1174163079057,3.9551289568157553,126.33662274450278,2.5951010938799584e-29,3.341018657339247e-27,AT1G76110,NA,NA
AT3G55500.1,1.8979317913505038,3.8724103016583036,126.17918764648516,2.809360794274063e-29,3.603058832412101e-27,AT3G55500,ATEXP16;ATEXPA16;ATHEXP ALPHA 1.7;EXP16;EXPA16,NA;expansin A16;NA;EXPANSIN 16;expansin A16
AT2G43550.1,-1.6592733421293566,4.806552296833684,126.13698923078071,2.8697384183071863e-29,3.66650001262198e-27,AT2G43550,NA,NA
AT4G22990.2,-2.059285397693073,3.8488295392302607,125.8818192955597,3.263508638777507e-29,4.153803684856128e-27,AT4G22990,PHT5;3,"NA"
AT5G46490.2,1.2390571806375805,4.770325437283874,125.84863958006122,3.318532060469113e-29,4.207898652674835e-27,AT5G46490,NA,NA
AT5G36930.2,1.2211230181163768,5.4366955796679965,125.7800702517469,3.435201317867141e-29,4.339459950487657e-27,AT5G36930,NA,NA
AT4G04540.1,8.874836630806055,2.624357578218034,125.56294188617885,3.83239661821916e-29,4.8230783208015054e-27,AT4G04540,CRK39,cysteine-rich RLK (RECEPTOR-like protein kinase) 39
AT3G62700.1,-1.5262699941004005,6.84554259598484,125.13307376391862,4.7593580235854513e-29,5.967311504049191e-27,AT3G62700,ABCC14;ATMRP10;MRP10,ATP-binding cassette C14;multidrug resistance-associated protein 10;multidrug resistance-associated protein 10
AT3G62750.1,-1.4854263049855716,6.718367767718752,125.05371928314702,4.953539303636566e-29,6.187688761367877e-27,AT3G62750,BGLU8,beta glucosidase 8
AT1G61250.1,1.365048844147175,6.324145741603544,124.87239182156218,5.427509723604385e-29,6.754636360464983e-27,AT1G61250,AtSCAMP1;SC3;SCAMP1,NA;secretory carrier 3;Secretory carrier membrane protein 1
AT4G21380.1,1.7815212539779754,4.665995578019911,124.4978576218521,6.554987804657621e-29,8.127701114837836e-27,AT4G21380,ARK3;RK3,receptor kinase 3;receptor kinase 3
AT3G01490.1,-1.5220744580342522,4.977087886650585,124.0232911100741,8.326052965200383e-29,1.0285736460906737e-26,AT3G01490,NA,NA
AT2G05070.1,-2.2856854778644946,7.289827517220336,123.83270263987825,9.165447957807253e-29,1.12812227940747e-26,AT2G05070,LHCB2;LHCB2.2,LIGHT-HARVESTING CHLOROPHYLL B-BINDING 2;photosystem II light harvesting complex gene 2.2
